#IMPORTAÇÃO ZAC
703;;;10223/01/2021;0;1119;;80;PAGAMENTO DE CAIXA COFRE JOAO ANTONIO TE;738,71
703;;;10223/01/2021;1119;0;;80;RECEBIMENTO DE CAIXA COFRE AJUSTE JOAO A;738,71
703;;;10223/01/2021;0;1119;;80;PAGAMENTO DE CAIXA COFRE reforço caixa v;2648,37
703;;;10223/01/2021;1119;0;;80;TRANSFERENCIA P/ COFRE transf cx vendas;4836,74
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137392 DE CONSUMI;163,18
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137402 DE CONSUMI;26,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137403 DE CONSUMI;30,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137407 DE CONSUMI;192,78
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO DE CAIXA VENDAS DPL:137384-0;226,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137411 DE CONSUMI;46,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137414 DE CONSUMI;42,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137416 DE CONSUMI;18,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137430 DE CONSUMI;60,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137432 DE CONSUMI;29,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137433 DE CONSUMI;222,50
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137437 DE CONSUMI;28,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137438 DE CONSUMI;36,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137439 DE CONSUMI;60,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137443 DE CONSUMI;303,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137445 DE CONSUMI;70,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137446 DE CONSUMI;44,03
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137458 DE CONSUMI;76,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO DE CAIXA VENDAS DPL:137325-0;151,61
703;;;10223/01/2021;0;1121;;80;PAGAMENTO DE CAIXA VENDAS DPL:059185-01;93,70
703;;;10223/01/2021;1121;0;;80;DPL:137424-02 de CONSUMIDOR FILIAL ZONA;50,00
703;;;10223/01/2021;1121;0;;80;DPL:137391-02 de CONSUMIDOR FILIAL ZONA;3,90
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137471 DE DAVI GU;92,00
703;;;10223/01/2021;0;1121;;80;PAGAMENTO DE CAIXA VENDAS DPL:059178-01;151,61
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO DE CAIXA VENDAS DPL:137454-0;43,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO DE CAIXA VENDAS DPL:137480-0;31,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO DE CAIXA VENDAS DPL:137418-0;205,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO DE CAIXA VENDAS DPL:137468-0;22,80
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO DE CAIXA VENDAS DPL:137451-0;0,01
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137479 DE DIEGO D;62,00
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137493 DE CONSUMI;80,00
703;;;10223/01/2021;1121;0;;80;DPL:137421-01 de DIEGO BARBOSA CARDOSO;1,87
703;;;10223/01/2021;1121;0;;80;RECEBIMENTO REF. NFC-E 137515 DE CONSUMI;18,00
703;;;10223/01/2021;1121;0;;80;REFORCO CAIXA VENDAS reforço caixa venda;2648,37
703;;;10223/01/2021;0;1121;;80;PAGAMENTO DE CAIXA VENDAS transf cx vend;4836,74
703;;;10223/01/2021;0;1122;;80;TRANSFERENCIA FILIAL P/ MATRIZ AJUSTE JO;738,71
703;;;10223/01/2021;0;1553;;80;DEBITO SAFRA ZONA SUL TARIFA CARTÕES;0,30
703;;;10223/01/2021;1553;0;;80;CREDITO SAFRA ZONA SUL TRANSFERENCIA SAF;6689,24
703;;;10223/01/2021;0;1553;;80;TRANSFERENCIA SAFRA ZONA SUL TRANSFERENC;6689,24
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:137333-01 de;230,28
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:136202-A1 de;23,50
703;;;10223/01/2021;0;1127;;80;TRANSFERENCIA BANRISUL FILIAL TRANSFEREN;1762,00
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:136196-A1 13;2163,27
703;;;10223/01/2021;0;1127;;80;TRANSFERENCIA BANRISUL FILIAL TRANSFEREN;3135,00
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:137408-01 de;87,97
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:137447-01 de;108,00
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:137488-01 de;66,00
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:137423-01 de;192,05
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:137459-01 de;308,29
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:137451-01 de;550,00
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:137514-01 de;46,43
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:137308-01 13;807,00
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:137519-01 de;48,00
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL KEPPLER IND E CO;2500,00
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:136698-A1 de;1000,00
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:137217-01 13;761,58
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:137415-01 de;141,15
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:137503-01 de;79,00
703;;;10223/01/2021;1127;0;;80;CREDITO BANRISUL FILIAL DPL:058366-01 de;119,41
703;;;10223/01/2021;1126;0;;80;CREDITO BANRISUL 06.1735240-4 MATRI TRAN;1762,00
703;;;10223/01/2021;1126;0;;80;CREDITO BANRISUL 06.1735240-4 MATRI TRAN;3135,00
703;;;10223/01/2021;1547;0;;80;CREDITO BANCO ITAU FILIAL C/C 77690 DPL:;7447,54
703;;;10223/01/2021;1547;0;;80;CREDITO BANCO ITAU FILIAL C/C 77690 ESTO;2235,44
703;;;10223/01/2021;0;1547;;80;DEBITO BANCO ITAU FILIAL C/C 77690- JURO;282,14
703;;;10223/01/2021;0;1547;;80;TRANSFERENCIA ITAU TRANSFERENCIA SAFRA Z;6689,24
703;;;10223/01/2021;0;1547;;80;DEBITO BANCO ITAU FILIAL C/C 77690- TARI;329,43
703;;;10223/01/2021;1551;0;;80;CREDITO SAFRA MATRIZ TRANSFERENCIA ENTRE;6689,24
703;;;10223/01/2021;18;0;;80;RECEBIMENTO REF. NFC-E 137391 DE CONSUMI;23,90
703;;;10223/01/2021;18;0;;80;RECEBIMENTO REF. NFC-E 137393 DE JOSE MA;21,00
703;;;10223/01/2021;18;0;;80;RECEBIMENTO REF. NFC-E 137394 DE DIONATA;644,60
703;;;10223/01/2021;18;0;;80;RECEBIMENTO REF. NFC-E 137397 DE ANDERSO;106,13
703;;;10223/01/2021;18;0;;80;RECEBIMENTO REF. NFC-E 137398 DE CARLOS;136,02
703;;;10223/01/2021;18;0;;80;RECEBIMENTO REF. NFC-E 137400 DE MARCIO;128,50
703;;;10223/01/2021;18;0;;80;RECEBIMENTO REF. NFC-E 137401 DE JOSUE S;300,43
703;;;10223/01/2021;18;0;;80;RECEBIMENTO REF. NFC-E 137406 DE ANDERSO;158,57
703;;;10223/01/2021;18;0;;80;RECEBIMENTO REF. NFC-E 137408 DE FIDELIS;87,97
703;;;10223/01/2021;18;0;;80;RECEBIMENTO REF. NFC-E 137409 DE THIAGO;192,07
703;;;10223/01/2021;18;0;;80;NF 059162 de LACY RAMOS PAMPIM ME;104,12
703;;;10223/01/2021;18;0;;80;NF 059163 de KIKO PNEUS LTDA;126,50
703;;;10223/01/2021;18;0;;80;NF 059166 de ANUAR ANTONIO POLETTO & CIA;139,00
703;;;10223/01/2021;18;0;;80;NF 059167 de KIKO PNEUS LTDA;35,00
703;;;10223/01/2021;18;0;;80;NF 059164 de OFICINA IDEAL COM E SERV AU;133,52
703;;;10223/01/2021;18;0;;80;NF 059165 de L PEREIRA DE AMANDIO;120,00
